stable_viral_candidate_id	viral_candidate_branch	seq_name	context_original_contig_id	context_assembly_id	context_assembly_path	context_length	context_sequence_md5	context_basalt_match_method	context_basalt_status	context_basalt_bins	context_basalt_runs	context_basalt_assemblies	context_max_completeness	context_min_contamination	genomad_length	genomad_topology	genomad_coordinates	genomad_n_genes	genomad_genetic_code	genomad_virus_score	genomad_fdr	genomad_n_hallmarks	genomad_marker_enrichment	genomad_taxonomy	checkv_contig_length	checkv_provirus	checkv_proviral_length	checkv_gene_count	checkv_viral_genes	checkv_host_genes	checkv_checkv_quality	checkv_miuvig_quality	checkv_completeness	checkv_completeness_method	checkv_contamination	checkv_kmer_freq	checkv_warnings
DOGMAG_VIR002036	unbinned/free-virus	lrs_srs_opera_ms_hybrid_dmd_dog_zold__opera_contig_462	opera_contig_462	lrs_srs_opera_ms_hybrid_dmd_dog_zold	assemblies/lrs_srs_opera_ms_hybrid_dmd_dog_zold.fasta	34085	32ee44584715949da501ce0896c03c2f		unbinned						34085	No terminal repeats	NA	46	11	0.9799	NA	10	42.8254	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	34085	No	NA	46	23	0	Medium-quality	Genome-fragment	72.07	AAI-based (medium-confidence)	0.0	1.0	
DOGMAG_VIR002037	unbinned/free-virus	lrs_srs_opera_ms_hybrid_dmd_dog_zold__opera_contig_465	opera_contig_465	lrs_srs_opera_ms_hybrid_dmd_dog_zold	assemblies/lrs_srs_opera_ms_hybrid_dmd_dog_zold.fasta	33948	6ae4d7d13596f73ca39cd97e3c61a56b		unbinned						33948	No terminal repeats	NA	41	11	0.7819	NA	0	3.8887	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	33948	No	NA	41	4	9	Medium-quality	Genome-fragment	76.95	HMM-based (lower-bound)	0.0	1.0	
DOGMAG_VIR002038	unbinned/free-virus	lrs_srs_opera_ms_hybrid_dmd_dog_zold__opera_contig_472	opera_contig_472	lrs_srs_opera_ms_hybrid_dmd_dog_zold	assemblies/lrs_srs_opera_ms_hybrid_dmd_dog_zold.fasta	33354	8bdb9f4d3f87a6bb338bdc86f728db1d		unbinned						33354	No terminal repeats	NA	63	11	0.9727	NA	4	44.9535	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	33354	No	NA	63	6	2	Medium-quality	Genome-fragment	54.56	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR002039	unbinned/free-virus	lrs_srs_opera_ms_hybrid_dmd_dog_zold__opera_contig_474	opera_contig_474	lrs_srs_opera_ms_hybrid_dmd_dog_zold	assemblies/lrs_srs_opera_ms_hybrid_dmd_dog_zold.fasta	33121	8f5ee0ed6528dbf659262840b0de4d21		unbinned						33121	No terminal repeats	NA	52	11	0.9766	NA	9	34.7405	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	33121	No	NA	52	19	0	Medium-quality	Genome-fragment	70.04	AAI-based (medium-confidence)	0.0	1.0	
DOGMAG_VIR002040	unbinned/free-virus	lrs_srs_opera_ms_hybrid_dmd_dog_zold__opera_contig_50	opera_contig_50	lrs_srs_opera_ms_hybrid_dmd_dog_zold	assemblies/lrs_srs_opera_ms_hybrid_dmd_dog_zold.fasta	143269	5b519fa7f60f3b91e8aa36aae87bad51		unbinned						143269	DTR	NA	166	11	0.9739	NA	20	109.8921	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	143269	No	NA	166	46	3	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
DOGMAG_VIR002041	unbinned/free-virus	lrs_srs_opera_ms_hybrid_dmd_dog_zold__opera_contig_532	opera_contig_532	lrs_srs_opera_ms_hybrid_dmd_dog_zold	assemblies/lrs_srs_opera_ms_hybrid_dmd_dog_zold.fasta	28407	ff337433595776a6d938d67fea140344		unbinned						28407	No terminal repeats	NA	32	11	0.9765	NA	8	32.2637	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	28407	No	NA	32	13	0	Medium-quality	Genome-fragment	65.32	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR002042	unbinned/free-virus	lrs_srs_opera_ms_hybrid_dmd_dog_zold__opera_contig_589	opera_contig_589	lrs_srs_opera_ms_hybrid_dmd_dog_zold	assemblies/lrs_srs_opera_ms_hybrid_dmd_dog_zold.fasta	24816	2f490b9c337588bcbb948e9d142259fd		unbinned						24816	No terminal repeats	NA	27	11	0.9736	NA	7	27.3636	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	24816	No	NA	27	16	0	Medium-quality	Genome-fragment	56.88	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR002043	unbinned/free-virus	lrs_srs_opera_ms_hybrid_dmd_dog_zold__opera_contig_615	opera_contig_615	lrs_srs_opera_ms_hybrid_dmd_dog_zold	assemblies/lrs_srs_opera_ms_hybrid_dmd_dog_zold.fasta	23627	3c95f1106bd77d6ccf5ceb7c9df62a10		unbinned						23627	No terminal repeats	NA	30	11	0.9795	NA	8	43.6378	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	23627	No	NA	30	23	0	Medium-quality	Genome-fragment	56.03	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR002044	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_1239_pilon|provirus_163141_225661	contig_1239_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	565632	0c122ae9a2536c453975e7a5e072a4a0		unbinned						62521	Provirus	163141-225661	122	11	0.9754	NA	19	112.0819	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	62521	Yes	58923	122	31	3	High-quality	High-quality	95.47	AAI-based (high-confidence)	5.75	1.0	
DOGMAG_VIR002045	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_1239_pilon|provirus_280400_415185	contig_1239_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	565632	0c122ae9a2536c453975e7a5e072a4a0		unbinned						134786	Provirus	280400-415185	196	11	0.9630	NA	10	107.9731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	134786	Yes	129979	204	35	6	Medium-quality	Genome-fragment	87.96	AAI-based (high-confidence)	3.57	1.0	
DOGMAG_VIR002046	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_126_pilon|provirus_293067_339588	contig_126_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	395833	bceab17c4a457f26a5861441d090ba3b		unbinned						46522	Provirus	293067-339588	51	11	0.9714	NA	4	62.3556	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	46522	No	NA	51	1	3	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
DOGMAG_VIR002047	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_1297_pilon|provirus_114892_152036	contig_1297_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	335894	08e501a11f6998bee67679597730fec2		unbinned						37145	Provirus	114892-152036	71	11	0.9799	NA	8	49.4654	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	37145	No	NA	70	5	0	High-quality	High-quality	94.56	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR002048	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_1364_pilon	contig_1364_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	23848	91fc9e40cf0c383836f676f0de65bb21		unbinned						23848	No terminal repeats	NA	29	11	0.9798	NA	12	35.4685	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	23848	No	NA	29	16	0	Medium-quality	Genome-fragment	58.66	AAI-based (medium-confidence)	0.0	1.0	
DOGMAG_VIR002049	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_1518_pilon	contig_1518_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	38227	b3caa7b47b7bb6c338b3c7cd0e8d0161		unbinned						38227	No terminal repeats	NA	61	11	0.9444	NA	1	13.8888	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	38227	No	NA	61	8	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
DOGMAG_VIR002050	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_1552_pilon|provirus_172706_213174	contig_1552_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	391419	63cd3051bfa93cd774c28cd9edff370b		unbinned						40469	Provirus	172706-213174	53	11	0.9801	NA	7	57.1269	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	40469	No	NA	52	21	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR002051	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_1594_pilon|provirus_142_47476	contig_1594_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	287480	7729f98a3ec6a55800419dc3d29ca5f8		unbinned						47335	Provirus	142-47476	68	11	0.9774	NA	14	56.8599	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	47335	No	NA	68	16	1	High-quality	High-quality	99.85	AAI-based (medium-confidence)	0.0	1.0	
DOGMAG_VIR002052	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_165_pilon	contig_165_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	36204	38fba2dac736ddf3ab5bfa883ca659af		unbinned						36204	No terminal repeats	NA	41	11	0.8705	NA	1	7.2501	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	36204	No	NA	41	1	10	Medium-quality	Genome-fragment	56.53	HMM-based (lower-bound)	0.0	1.0	
DOGMAG_VIR002053	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_1753_pilon	contig_1753_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	42833	22b6eaafbade3ed23e0b064af29eac6c		unbinned						42833	No terminal repeats	NA	87	11	0.9802	NA	10	69.2839	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	42833	No	NA	87	19	0	High-quality	High-quality	95.61	AAI-based (high-confidence)	0.0	1.01	
DOGMAG_VIR002054	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_1797_pilon|provirus_13604_60455	contig_1797_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	95074	d11e301d68d2cc91beba5daf95f35f7c		unbinned						46852	Provirus	13604-60455	86	11	0.7900	NA	3	11.0487	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	46852	No	NA	86	6	0	High-quality	High-quality	94.0	HMM-based (lower-bound)	0.0	1.02	
DOGMAG_VIR002055	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_1804_pilon	contig_1804_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	22866	39b53cc4123925e3205e3dcb66ead548		unbinned						22866	No terminal repeats	NA	26	11	0.9383	NA	1	13.4609	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	22866	No	NA	26	2	0	Medium-quality	Genome-fragment	54.68	AAI-based (medium-confidence)	0.0	1.0	
DOGMAG_VIR002056	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_1917_pilon|provirus_3_40874	contig_1917_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	53907	e5c916f36ac5f16955c6f87bb8fad7b5		unbinned						40872	Provirus	3-40874	64	11	0.9615	NA	8	41.2480	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	40872	No	NA	64	20	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR002057	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_195_pilon|provirus_8762_89853	contig_195_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	121932	935f18a6ef7513f8557f7e40ad6a0c90		unbinned						81092	Provirus	8762-89853	116	11	0.9739	NA	5	105.0780	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	81092	Yes	76184	116	12	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	6.05	1.0	
DOGMAG_VIR002058	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_2003_pilon|provirus_224_33274	contig_2003_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	51693	77627141b4d96f27ded8b0e8b3af9f7c		unbinned						33051	Provirus	224-33274	81	11	0.9711	NA	7	31.8878	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	33051	No	NA	81	12	2	Medium-quality	Genome-fragment	88.94	AAI-based (medium-confidence)	0.0	1.0	
DOGMAG_VIR002059	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_2054_pilon|provirus_194370_259248	contig_2054_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	259278	a33882dc1ea29770cb975dd2c0215282		unbinned						64879	Provirus	194370-259248	122	11	0.9774	NA	3	25.7208	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae	64879	No	NA	127	33	1	Medium-quality	Genome-fragment	87.02	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR002060	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_2077_pilon	contig_2077_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	39673	c6f8fc122b539edb87a8f9f29e961a22		unbinned						39673	No terminal repeats	NA	64	11	0.9811	NA	15	59.8680	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	39673	No	NA	64	26	0	Medium-quality	Genome-fragment	86.51	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR002061	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_2246_pilon|provirus_466_50331	contig_2246_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	105112	34db2f6f27af02129805cf79f2666479		unbinned						49866	Provirus	466-50331	111	11	0.9624	NA	9	40.1154	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	49866	Yes	45380	111	30	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	9.0	1.0	
DOGMAG_VIR002062	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_225_pilon|provirus_581530_629097	contig_225_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	2329846	4d1e9914c7ea30a326187da61cc1653f		unbinned						47568	Provirus	581530-629097	65	11	0.9744	NA	7	59.1098	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	47568	No	NA	61	11	2	High-quality	High-quality	92.86	AAI-based (high-confidence)	0.0	1.07	
DOGMAG_VIR002063	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_2268_pilon	contig_2268_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	26716	285946be3b014f2266be1fe796078449		unbinned						26716	No terminal repeats	NA	42	11	0.9770	NA	7	30.0405	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	26716	No	NA	42	17	0	Medium-quality	Genome-fragment	73.77	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR002064	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_2355_pilon|provirus_221_35749	contig_2355_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	84833	26591746734c4166b547e2054f471749		unbinned						35529	Provirus	221-35749	48	11	0.9711	NA	11	57.3797	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	35529	No	NA	48	8	0	Medium-quality	Genome-fragment	72.06	HMM-based (lower-bound)	0.0	1.0	
DOGMAG_VIR002065	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_2367_pilon	contig_2367_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	6158	958b5cb7af10a704d7209f465f7137f3		unbinned						6158	No terminal repeats	NA	7	4	0.8407	NA	1	1.5528	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae	6158	No	NA	7	2	0	Medium-quality	Genome-fragment	86.66	HMM-based (lower-bound)	0.0	1.0	
DOGMAG_VIR002066	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_2370_pilon	contig_2370_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	24450	e30537aefe91a4976b776126b567ddcd		unbinned						24450	No terminal repeats	NA	40	11	0.9436	NA	4	19.6315	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	24450	No	NA	40	11	1	Medium-quality	Genome-fragment	62.15	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR002067	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_2428_pilon|provirus_58_29112	contig_2428_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	38608	50da9434048c394c947c6e686d1b60cc		unbinned						29055	Provirus	58-29112	62	11	0.9777	NA	10	44.1078	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	29055	No	NA	62	10	0	Medium-quality	Genome-fragment	78.38	AAI-based (medium-confidence)	0.0	1.0	
DOGMAG_VIR002068	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_2498_pilon|provirus_1754225_1799855	contig_2498_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	2084878	8ae3d59a02abf3ecbff430e7bd96b17d		unbinned						45631	Provirus	1754225-1799855	58	11	0.9754	NA	6	32.4714	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	45631	No	NA	58	15	1	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
DOGMAG_VIR002069	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_2562_pilon	contig_2562_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	102602	15e95d4a832be565523e68a29f3b0fc3		unbinned						102602	No terminal repeats	NA	101	15	0.9780	NA	7	77.5414	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	102602	No	NA	101	13	2	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.01	
DOGMAG_VIR002070	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_2588_pilon|provirus_11030_53406	contig_2588_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	63607	5a8d752825f5e72378a9be531bca4620		unbinned						42377	Provirus	11030-53406	68	11	0.9379	NA	18	51.1664	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	42377	No	NA	68	23	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR002071	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_2667_pilon	contig_2667_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	47899	13c36f96f6224e94ad47f10e8b476007		unbinned						47899	No terminal repeats	NA	70	11	0.9468	NA	11	51.7394	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	47899	No	NA	70	23	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR002072	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_2720_pilon	contig_2720_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	20837	ad573d2db77cdb4f952559580c8501e2		unbinned						20837	No terminal repeats	NA	42	11	0.9174	NA	4	19.9514	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	20837	No	NA	42	7	0	Medium-quality	Genome-fragment	51.62	AAI-based (medium-confidence)	0.0	1.0	
DOGMAG_VIR002073	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_2882_pilon	contig_2882_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	34708	a2db1269b85730b5179d26f1d757cb2f		unbinned						34708	No terminal repeats	NA	69	11	0.8546	NA	1	6.8255	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	34708	No	NA	69	5	5	Medium-quality	Genome-fragment	55.21	HMM-based (lower-bound)	0.0	1.0	
DOGMAG_VIR002074	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_2884_pilon|provirus_713349_755889	contig_2884_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	2184752	9777fd21fee0d06e35bba96cdb938818		unbinned						42541	Provirus	713349-755889	69	11	0.9650	NA	16	49.3201	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	42541	No	NA	69	20	4	Medium-quality	Genome-fragment	64.7	HMM-based (lower-bound)	0.0	1.0	
DOGMAG_VIR002075	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_3190_pilon	contig_3190_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	92264	bfd9187bf1cc9cb8021f4a4dad921258		unbinned						92264	No terminal repeats	NA	174	11	0.9676	NA	3	24.0161	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	92264	No	NA	174	12	0	Medium-quality	Genome-fragment	55.43	HMM-based (lower-bound)	0.0	1.0	
DOGMAG_VIR002076	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_3276_pilon	contig_3276_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	53900	1ffef96b0197a71d371b97b2d969a299		unbinned						53900	No terminal repeats	NA	87	11	0.8895	NA	19	48.6383	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	53900	No	NA	87	23	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.05	
DOGMAG_VIR002077	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_3296_pilon	contig_3296_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	58036	669213b36ef3a6fd6a9a58ca0a56e0e6		unbinned						58036	No terminal repeats	NA	89	11	0.9803	NA	8	69.3883	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	58036	No	NA	89	38	0	High-quality	High-quality	96.06	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR002078	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_3430_pilon|provirus_1_36246	contig_3430_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	108179	2fb5ef3bec50b157f8deeaf89fbed123		unbinned						36246	Provirus	1-36246	49	11	0.9365	NA	2	14.0447	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	36246	No	NA	53	5	1	Medium-quality	Genome-fragment	50.48	HMM-based (lower-bound)	0.0	1.02	
DOGMAG_VIR002079	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_3452_pilon	contig_3452_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	31845	b6f513287b88d68c0edc5c4797fb6e51		unbinned						31845	No terminal repeats	NA	45	11	0.9798	NA	13	57.6502	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	31845	No	NA	45	14	1	High-quality	High-quality	91.46	AAI-based (high-confidence)	0.0	1.0	
DOGMAG_VIR002080	unbinned/free-virus	lrs_srs_xelnaga_hybrid_dmd_dog_boszi__contig_34_pilon|provirus_193879_258739	contig_34_pilon	lrs_srs_xelnaga_hybrid_dmd_dog_boszi	assemblies/lrs_srs_xelnaga_hybrid_dmd_dog_boszi.fasta	310512	515b33b6c34cdcc8f626466f0fe8da97		unbinned						64861	Provirus	193879-258739	109	11	0.9533	NA	17	62.6283	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	64861	No	NA	110	31	2	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
